1.000000e-02	5.453508e-01	4.239801e+01	0.000000e+00	0.000000e+00	1.734236e+01	
2.000000e-02	5.453508e-01	4.239801e+01	0.000000e+00	0.000000e+00	1.734236e+01	
3.000000e-02	5.453508e-01	4.239801e+01	0.000000e+00	0.000000e+00	1.734236e+01	
4.000000e-02	5.453508e-01	4.239801e+01	0.000000e+00	0.000000e+00	1.734236e+01	
5.000000e-02	5.453508e-01	4.239801e+01	0.000000e+00	0.000000e+00	1.734236e+01	
6.000000e-02	5.453508e-01	4.239801e+01	0.000000e+00	0.000000e+00	1.734236e+01	
7.000000e-02	5.453508e-01	4.239801e+01	0.000000e+00	0.000000e+00	1.734236e+01	
8.000000e-02	5.453508e-01	4.239801e+01	0.000000e+00	0.000000e+00	1.734236e+01	
9.000000e-02	5.453508e-01	4.239801e+01	0.000000e+00	0.000000e+00	1.734236e+01	
1.000000e-01	5.453508e-01	4.239801e+01	0.000000e+00	0.000000e+00	1.734236e+01	
1.100000e-01	5.453508e-01	4.239801e+01	0.000000e+00	0.000000e+00	1.734236e+01	
1.200000e-01	5.453508e-01	4.239801e+01	0.000000e+00	0.000000e+00	1.734236e+01	
1.300000e-01	5.453508e-01	4.239801e+01	0.000000e+00	0.000000e+00	1.734236e+01	
1.400000e-01	5.453508e-01	4.239801e+01	0.000000e+00	0.000000e+00	1.734236e+01	
1.500000e-01	5.453508e-01	4.239801e+01	0.000000e+00	0.000000e+00	1.734236e+01	
1.600000e-01	5.453508e-01	4.239801e+01	0.000000e+00	0.000000e+00	1.734236e+01	
1.700000e-01	5.453508e-01	4.239801e+01	0.000000e+00	0.000000e+00	1.734236e+01	
1.800000e-01	5.453508e-01	4.239801e+01	0.000000e+00	0.000000e+00	1.734236e+01	
1.900000e-01	5.453508e-01	4.239801e+01	0.000000e+00	0.000000e+00	1.734236e+01	
2.000000e-01	5.453508e-01	4.239801e+01	0.000000e+00	0.000000e+00	1.734236e+01	
2.100000e-01	5.453508e-01	4.239801e+01	0.000000e+00	0.000000e+00	1.734236e+01	
2.200000e-01	5.453508e-01	4.239801e+01	0.000000e+00	0.000000e+00	1.734236e+01	
2.300000e-01	5.453508e-01	4.239801e+01	0.000000e+00	0.000000e+00	1.734236e+01	
2.400000e-01	5.453508e-01	4.239801e+01	0.000000e+00	0.000000e+00	1.734236e+01	
2.500000e-01	5.453508e-01	4.239801e+01	0.000000e+00	0.000000e+00	1.734236e+01	
2.600000e-01	5.453508e-01	4.239801e+01	0.000000e+00	0.000000e+00	1.734236e+01	
2.700000e-01	5.453508e-01	4.239801e+01	0.000000e+00	0.000000e+00	1.734236e+01	
2.800000e-01	5.453508e-01	4.239801e+01	0.000000e+00	0.000000e+00	1.734236e+01	
2.900000e-01	5.453508e-01	4.239801e+01	0.000000e+00	0.000000e+00	1.734236e+01	
3.000000e-01	5.453508e-01	4.239801e+01	0.000000e+00	0.000000e+00	1.734236e+01	
3.100000e-01	5.453508e-01	4.239801e+01	0.000000e+00	0.000000e+00	1.734236e+01	
3.200000e-01	5.453508e-01	4.239801e+01	0.000000e+00	0.000000e+00	1.734236e+01	
